EVENT_DT,EVENT_EFFECTIVE_GMT_TS,SOURCE_CHANNEL_CD,SOURCE_EVENT_ID,SOURCE_EVENT_DESC_TXT,CORE_EVENT_TYPE_NM,CORE_EVENT_SUBTYPE_NM,CORE_EVENT_NM_NOUN_NM,ORIGINATING_CONTACT_POINT,DESTINATION_CONTACT_POINT,OTHER_ATTRIBUTES,RELATED_PRODUCT,COMMUNICATION_EVENT_ATTRIBUTES,CORE_EVENT_SUBTYPE_2_NM,CORE_EVENT_SUBTYPE_3_NM,POST_EVENT,CUSTOM_ATTRIBUTE
10/17/2024,22:48,mob,bk-auto-loan-app-749,cco_approve_edit_card,CRC,ACQ,663,contact_point_8,contact_point_10,attribute_10,product_2,comm_event_10,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_9
10/17/2024,2:42,iph,bk-auto-loan-app-750,cco_approve_edit_card,CSL,ACQPL,684,contact_point_7,contact_point_10,attribute_5,product_3,comm_event_1,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,1:44,iph,bk-auto-loan-app-751,pul_loan_app_post_bureau_decline,CRC,ACQ,789,contact_point_2,contact_point_4,attribute_4,product_10,comm_event_10,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_7
10/17/2024,17:58,mob,bk-auto-loan-app-752,pul_loan_app_post_bureau_decline,CRC,ACQPL,743,contact_point_10,contact_point_10,attribute_5,product_6,comm_event_2,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_6
10/17/2024,15:13,and,bk-card-cco-apply-753,auto_loan_app_approved,CSL,DEC,628,contact_point_8,contact_point_2,attribute_2,product_2,comm_event_9,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_9
10/17/2024,4:43,iph,bk-card-cco-apply-754,auto_loan_app_approved,CRC,ACQPL,724,contact_point_9,contact_point_5,attribute_3,product_7,comm_event_10,PRC,APPLY FOR LOAN,App Complete,custom_attr_5
10/17/2024,11:33,iph,bk-lending-cloe-fe-closing-755,pul_loan_app_post_bureau_decline,CRC,DEC,619,contact_point_3,contact_point_10,attribute_5,product_3,comm_event_6,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_8
10/17/2024,20:10,iph,bk-card-cco-apply-756,auto_loan_app_approved,CRC,DEC,647,contact_point_1,contact_point_4,attribute_3,product_9,comm_event_3,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,23:05,mob,bk-card-cco-apply-757,cco_approve_edit_card,ASL,ACQPL,682,contact_point_7,contact_point_9,attribute_1,product_9,comm_event_8,CLM,APPLY FOR LOAN,App Complete,custom_attr_7
10/17/2024,8:18,mob,bk-card-cco-apply-758,cco_approve_edit_card,CSL,DEC,740,contact_point_5,contact_point_10,attribute_3,product_2,comm_event_5,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,14:28,mob,bk-lending-cloe-fe-closing-759,cco_approve_edit_card,CRC,DEC,607,contact_point_2,contact_point_8,attribute_2,product_6,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_6
10/17/2024,4:18,iph,bk-lending-cloe-fe-closing-760,auto_loan_app_approved,CSL,ACQPL,718,contact_point_10,contact_point_1,attribute_5,product_8,comm_event_6,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_3
10/17/2024,6:40,iph,bk-lending-cloe-fe-closing-761,auto_loan_app_approved,ASL,ACQ,692,contact_point_5,contact_point_6,attribute_6,product_8,comm_event_3,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_1
10/17/2024,20:10,iph,bk-lending-cloe-fe-closing-762,auto_loan_app_approved,CSL,ACQ,731,contact_point_2,contact_point_7,attribute_3,product_4,comm_event_7,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_9
10/17/2024,3:51,iph,bk-auto-loan-app-763,pul_loan_app_post_bureau_decline,CRC,ACQPL,758,contact_point_3,contact_point_1,attribute_3,product_10,comm_event_1,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_8
10/17/2024,14:10,www,bk-lending-cloe-fe-closing-764,auto_loan_app_approved,ASL,ACQ,656,contact_point_3,contact_point_10,attribute_9,product_5,comm_event_5,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_10
10/17/2024,5:31,and,bk-auto-loan-app-765,cco_approve_edit_card,ASL,ACQPL,695,contact_point_10,contact_point_4,attribute_9,product_8,comm_event_3,PRC,APPLY FOR LOAN,App Complete,custom_attr_7
10/17/2024,15:46,mob,bk-card-cco-apply-766,pul_loan_app_post_bureau_decline,CRC,ACQ,737,contact_point_1,contact_point_10,attribute_4,product_1,comm_event_3,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,17:18,www,bk-auto-loan-app-767,cco_approve_edit_card,CRC,DEC,739,contact_point_5,contact_point_6,attribute_8,product_2,comm_event_3,DEC,APPLY FOR LOAN,App Complete,custom_attr_10
10/17/2024,19:46,mob,bk-lending-cloe-fe-closing-768,auto_loan_app_approved,CRC,ACQ,725,contact_point_4,contact_point_8,attribute_10,product_2,comm_event_2,PRC,APPLY FOR LOAN,App Complete,custom_attr_4
10/17/2024,20:41,and,bk-card-cco-apply-769,pul_loan_app_post_bureau_decline,CRC,ACQPL,632,contact_point_9,contact_point_9,attribute_6,product_5,comm_event_5,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_9
10/17/2024,17:19,mob,bk-card-cco-apply-770,pul_loan_app_post_bureau_decline,ASL,ACQPL,713,contact_point_6,contact_point_10,attribute_10,product_10,comm_event_4,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,2:14,and,bk-auto-loan-app-771,pul_loan_app_post_bureau_decline,CRC,ACQPL,778,contact_point_5,contact_point_7,attribute_10,product_2,comm_event_4,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_3
10/17/2024,7:52,mob,bk-card-cco-apply-772,pul_loan_app_post_bureau_decline,CSL,ACQPL,764,contact_point_8,contact_point_1,attribute_8,product_8,comm_event_1,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_2
10/17/2024,6:49,www,bk-lending-cloe-fe-closing-773,pul_loan_app_post_bureau_decline,CRC,DEC,693,contact_point_8,contact_point_9,attribute_10,product_3,comm_event_8,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,1:45,mob,bk-lending-cloe-fe-closing-774,auto_loan_app_approved,CRC,ACQPL,616,contact_point_5,contact_point_6,attribute_9,product_4,comm_event_10,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_3
10/17/2024,22:05,mob,bk-auto-loan-app-775,pul_loan_app_post_bureau_decline,ASL,DEC,795,contact_point_5,contact_point_1,attribute_9,product_3,comm_event_1,PRC,APPLY FOR LOAN,App Complete,custom_attr_3
10/17/2024,7:38,and,bk-card-cco-apply-776,auto_loan_app_approved,CSL,ACQ,745,contact_point_2,contact_point_8,attribute_1,product_2,comm_event_10,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_3
10/17/2024,18:00,iph,bk-auto-loan-app-777,cco_approve_edit_card,ASL,ACQ,697,contact_point_4,contact_point_3,attribute_7,product_4,comm_event_6,PRC,APPLY FOR LOAN,App Complete,custom_attr_10
10/17/2024,7:06,mob,bk-card-cco-apply-778,auto_loan_app_approved,ASL,ACQPL,600,contact_point_6,contact_point_3,attribute_2,product_10,comm_event_2,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_4
10/17/2024,0:13,and,bk-auto-loan-app-779,auto_loan_app_approved,CSL,ACQPL,723,contact_point_1,contact_point_5,attribute_7,product_9,comm_event_7,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_8
10/17/2024,6:11,iph,bk-card-cco-apply-780,auto_loan_app_approved,CSL,ACQ,712,contact_point_10,contact_point_6,attribute_2,product_7,comm_event_4,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_9
10/17/2024,13:10,iph,bk-lending-cloe-fe-closing-781,auto_loan_app_approved,ASL,ACQPL,687,contact_point_8,contact_point_3,attribute_2,product_10,comm_event_6,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,3:04,and,bk-auto-loan-app-782,pul_loan_app_post_bureau_decline,CSL,DEC,602,contact_point_8,contact_point_2,attribute_5,product_10,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_6
10/17/2024,5:10,www,bk-card-cco-apply-783,pul_loan_app_post_bureau_decline,CRC,ACQPL,606,contact_point_5,contact_point_4,attribute_7,product_7,comm_event_6,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,18:06,mob,bk-card-cco-apply-784,cco_approve_edit_card,CRC,ACQPL,660,contact_point_4,contact_point_6,attribute_1,product_9,comm_event_5,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,21:28,www,bk-card-cco-apply-785,cco_approve_edit_card,CSL,ACQPL,667,contact_point_1,contact_point_10,attribute_5,product_7,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_1
10/17/2024,14:58,www,bk-auto-loan-app-786,pul_loan_app_post_bureau_decline,ASL,ACQPL,704,contact_point_5,contact_point_4,attribute_8,product_5,comm_event_5,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_2
10/17/2024,0:50,and,bk-lending-cloe-fe-closing-787,auto_loan_app_approved,ASL,DEC,785,contact_point_1,contact_point_1,attribute_10,product_8,comm_event_4,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,11:53,iph,bk-auto-loan-app-788,pul_loan_app_post_bureau_decline,ASL,ACQ,603,contact_point_8,contact_point_3,attribute_3,product_7,comm_event_3,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_6
10/17/2024,21:12,www,bk-lending-cloe-fe-closing-789,cco_approve_edit_card,CSL,ACQPL,721,contact_point_8,contact_point_9,attribute_3,product_2,comm_event_8,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_1
10/17/2024,23:48,and,bk-auto-loan-app-790,pul_loan_app_post_bureau_decline,CSL,ACQ,751,contact_point_10,contact_point_6,attribute_1,product_3,comm_event_7,PRC,APPLY FOR LOAN,App Complete,custom_attr_1
10/17/2024,18:51,and,bk-card-cco-apply-791,auto_loan_app_approved,CRC,ACQPL,679,contact_point_5,contact_point_6,attribute_5,product_9,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_7
10/17/2024,2:58,and,bk-lending-cloe-fe-closing-792,auto_loan_app_approved,CSL,DEC,644,contact_point_4,contact_point_1,attribute_6,product_9,comm_event_5,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_1
10/17/2024,21:34,mob,bk-card-cco-apply-793,auto_loan_app_approved,CSL,DEC,714,contact_point_10,contact_point_1,attribute_9,product_10,comm_event_4,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_5
10/17/2024,21:05,www,bk-card-cco-apply-794,pul_loan_app_post_bureau_decline,CRC,DEC,778,contact_point_3,contact_point_6,attribute_9,product_6,comm_event_2,CLM,APPLY FOR LOAN,App Complete,custom_attr_2
10/17/2024,20:00,mob,bk-card-cco-apply-795,pul_loan_app_post_bureau_decline,CRC,DEC,626,contact_point_8,contact_point_7,attribute_2,product_2,comm_event_8,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_1
10/17/2024,2:47,and,bk-lending-cloe-fe-closing-796,pul_loan_app_post_bureau_decline,CSL,ACQ,623,contact_point_1,contact_point_5,attribute_5,product_1,comm_event_3,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_9
10/17/2024,10:21,and,bk-auto-loan-app-797,pul_loan_app_post_bureau_decline,CRC,ACQPL,673,contact_point_6,contact_point_10,attribute_7,product_9,comm_event_1,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_1
10/17/2024,12:20,and,bk-auto-loan-app-798,auto_loan_app_approved,CRC,ACQ,716,contact_point_2,contact_point_5,attribute_1,product_8,comm_event_10,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_4
10/17/2024,12:28,iph,bk-card-cco-apply-799,pul_loan_app_post_bureau_decline,CSL,ACQ,743,contact_point_1,contact_point_10,attribute_10,product_4,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,20:15,and,bk-auto-loan-app-800,pul_loan_app_post_bureau_decline,CSL,ACQPL,753,contact_point_10,contact_point_2,attribute_9,product_10,comm_event_3,DEC,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,1:40,mob,bk-card-cco-apply-801,pul_loan_app_post_bureau_decline,CRC,ACQPL,713,contact_point_10,contact_point_9,attribute_9,product_9,comm_event_8,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_9
10/17/2024,16:50,www,bk-lending-cloe-fe-closing-802,auto_loan_app_approved,ASL,ACQPL,707,contact_point_4,contact_point_8,attribute_5,product_3,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_7
10/17/2024,9:52,iph,bk-card-cco-apply-803,auto_loan_app_approved,ASL,ACQ,639,contact_point_8,contact_point_2,attribute_9,product_6,comm_event_7,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_1
10/17/2024,9:57,iph,bk-lending-cloe-fe-closing-804,auto_loan_app_approved,CSL,DEC,713,contact_point_6,contact_point_7,attribute_5,product_3,comm_event_10,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,21:29,and,bk-auto-loan-app-805,pul_loan_app_post_bureau_decline,ASL,DEC,752,contact_point_2,contact_point_4,attribute_4,product_2,comm_event_9,PRC,APPLY FOR LOAN,App Complete,custom_attr_2
10/17/2024,1:47,www,bk-card-cco-apply-806,cco_approve_edit_card,CSL,ACQ,736,contact_point_2,contact_point_1,attribute_5,product_4,comm_event_2,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_3
10/17/2024,2:56,and,bk-card-cco-apply-807,cco_approve_edit_card,ASL,DEC,650,contact_point_2,contact_point_7,attribute_1,product_10,comm_event_4,PRC,APPLY FOR LOAN,App Complete,custom_attr_4
10/17/2024,3:02,and,bk-auto-loan-app-808,pul_loan_app_post_bureau_decline,CRC,ACQPL,719,contact_point_3,contact_point_10,attribute_2,product_8,comm_event_8,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_1
10/17/2024,22:16,www,bk-lending-cloe-fe-closing-809,pul_loan_app_post_bureau_decline,CSL,ACQPL,789,contact_point_2,contact_point_8,attribute_5,product_5,comm_event_5,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_8
10/17/2024,19:27,www,bk-card-cco-apply-810,cco_approve_edit_card,ASL,ACQ,709,contact_point_9,contact_point_1,attribute_3,product_1,comm_event_5,DEC,APPLY FOR LOAN,App Complete,custom_attr_2
10/17/2024,10:08,iph,bk-lending-cloe-fe-closing-811,auto_loan_app_approved,CRC,ACQ,757,contact_point_5,contact_point_9,attribute_1,product_6,comm_event_5,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,8:42,iph,bk-auto-loan-app-812,cco_approve_edit_card,ASL,DEC,716,contact_point_2,contact_point_8,attribute_9,product_6,comm_event_1,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_1
10/17/2024,12:47,iph,bk-lending-cloe-fe-closing-813,cco_approve_edit_card,CSL,DEC,697,contact_point_1,contact_point_8,attribute_7,product_7,comm_event_10,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_6
10/17/2024,5:56,and,bk-lending-cloe-fe-closing-814,cco_approve_edit_card,CSL,ACQPL,683,contact_point_3,contact_point_3,attribute_2,product_2,comm_event_1,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_8
10/17/2024,13:33,www,bk-auto-loan-app-815,auto_loan_app_approved,CSL,DEC,755,contact_point_10,contact_point_10,attribute_1,product_3,comm_event_4,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_2
10/17/2024,13:14,and,bk-card-cco-apply-816,pul_loan_app_post_bureau_decline,CRC,ACQ,636,contact_point_1,contact_point_7,attribute_10,product_8,comm_event_10,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,22:47,and,bk-card-cco-apply-817,pul_loan_app_post_bureau_decline,CSL,ACQ,677,contact_point_2,contact_point_8,attribute_8,product_8,comm_event_2,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,5:41,and,bk-card-cco-apply-818,pul_loan_app_post_bureau_decline,CRC,ACQ,646,contact_point_4,contact_point_6,attribute_7,product_1,comm_event_7,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_2
10/17/2024,21:00,mob,bk-auto-loan-app-819,cco_approve_edit_card,ASL,DEC,653,contact_point_9,contact_point_2,attribute_7,product_5,comm_event_10,PRC,APPLY FOR LOAN,App Complete,custom_attr_9
10/17/2024,20:17,www,bk-auto-loan-app-820,cco_approve_edit_card,ASL,ACQ,712,contact_point_3,contact_point_4,attribute_6,product_8,comm_event_1,DEC,APPLY FOR LOAN,App Complete,custom_attr_3
10/17/2024,15:33,mob,bk-card-cco-apply-821,pul_loan_app_post_bureau_decline,ASL,ACQ,670,contact_point_3,contact_point_3,attribute_1,product_9,comm_event_5,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_2
10/17/2024,8:24,mob,bk-card-cco-apply-822,auto_loan_app_approved,ASL,DEC,784,contact_point_4,contact_point_8,attribute_5,product_1,comm_event_9,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_7
10/17/2024,3:34,mob,bk-lending-cloe-fe-closing-823,pul_loan_app_post_bureau_decline,CSL,ACQPL,601,contact_point_10,contact_point_1,attribute_3,product_4,comm_event_2,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,5:32,iph,bk-card-cco-apply-824,cco_approve_edit_card,ASL,DEC,661,contact_point_8,contact_point_10,attribute_1,product_4,comm_event_5,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_2
10/17/2024,4:17,iph,bk-card-cco-apply-825,pul_loan_app_post_bureau_decline,CSL,ACQ,708,contact_point_10,contact_point_3,attribute_8,product_2,comm_event_2,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_5
10/17/2024,17:51,and,bk-auto-loan-app-826,auto_loan_app_approved,ASL,ACQPL,669,contact_point_2,contact_point_10,attribute_9,product_4,comm_event_9,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_9
10/17/2024,23:03,iph,bk-auto-loan-app-827,cco_approve_edit_card,CSL,ACQPL,711,contact_point_7,contact_point_8,attribute_2,product_10,comm_event_3,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,21:47,mob,bk-card-cco-apply-828,auto_loan_app_approved,ASL,DEC,696,contact_point_5,contact_point_8,attribute_4,product_10,comm_event_1,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_4
10/17/2024,18:53,and,bk-card-cco-apply-829,auto_loan_app_approved,ASL,ACQ,604,contact_point_8,contact_point_6,attribute_8,product_4,comm_event_2,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,10:15,www,bk-lending-cloe-fe-closing-830,pul_loan_app_post_bureau_decline,CRC,ACQ,709,contact_point_2,contact_point_10,attribute_3,product_10,comm_event_1,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_8
10/17/2024,14:23,www,bk-auto-loan-app-831,cco_approve_edit_card,CRC,DEC,734,contact_point_6,contact_point_5,attribute_10,product_2,comm_event_6,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_5
10/17/2024,3:24,mob,bk-lending-cloe-fe-closing-832,cco_approve_edit_card,CSL,ACQPL,776,contact_point_7,contact_point_5,attribute_8,product_6,comm_event_10,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_4
10/17/2024,4:57,and,bk-card-cco-apply-833,auto_loan_app_approved,ASL,DEC,733,contact_point_3,contact_point_8,attribute_8,product_9,comm_event_3,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_4
10/17/2024,22:21,www,bk-lending-cloe-fe-closing-834,pul_loan_app_post_bureau_decline,CSL,DEC,701,contact_point_10,contact_point_2,attribute_4,product_3,comm_event_4,PRC,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,13:59,mob,bk-lending-cloe-fe-closing-835,pul_loan_app_post_bureau_decline,CSL,ACQPL,617,contact_point_5,contact_point_1,attribute_10,product_6,comm_event_5,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_8
10/17/2024,9:14,iph,bk-auto-loan-app-836,auto_loan_app_approved,CSL,ACQ,745,contact_point_3,contact_point_8,attribute_2,product_7,comm_event_6,PRC,APPLY FOR LOAN,App Complete,custom_attr_4
10/17/2024,21:46,www,bk-auto-loan-app-837,cco_approve_edit_card,CRC,DEC,795,contact_point_2,contact_point_7,attribute_4,product_3,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,10:26,iph,bk-auto-loan-app-838,auto_loan_app_approved,ASL,ACQ,740,contact_point_8,contact_point_9,attribute_3,product_4,comm_event_2,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_4
10/17/2024,12:19,mob,bk-auto-loan-app-839,auto_loan_app_approved,ASL,ACQ,701,contact_point_9,contact_point_10,attribute_3,product_4,comm_event_8,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_10
10/17/2024,1:42,www,bk-auto-loan-app-840,cco_approve_edit_card,ASL,DEC,792,contact_point_3,contact_point_1,attribute_3,product_10,comm_event_9,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_7
10/17/2024,12:56,www,bk-card-cco-apply-841,pul_loan_app_post_bureau_decline,CRC,ACQ,607,contact_point_10,contact_point_5,attribute_2,product_10,comm_event_6,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,0:25,www,bk-card-cco-apply-842,cco_approve_edit_card,ASL,ACQ,795,contact_point_6,contact_point_9,attribute_1,product_4,comm_event_2,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,12:56,www,bk-card-cco-apply-843,pul_loan_app_post_bureau_decline,ASL,ACQPL,731,contact_point_9,contact_point_2,attribute_1,product_5,comm_event_2,CLM,APPLY FOR LOAN,App Complete,custom_attr_3
10/17/2024,9:41,iph,bk-lending-cloe-fe-closing-844,auto_loan_app_approved,CRC,ACQPL,757,contact_point_1,contact_point_10,attribute_3,product_7,comm_event_8,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_7
10/17/2024,2:15,iph,bk-lending-cloe-fe-closing-845,auto_loan_app_approved,ASL,ACQPL,608,contact_point_8,contact_point_9,attribute_2,product_6,comm_event_8,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_4
10/17/2024,3:44,mob,bk-card-cco-apply-846,cco_approve_edit_card,CRC,DEC,709,contact_point_9,contact_point_6,attribute_8,product_8,comm_event_4,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_3
10/17/2024,19:20,mob,bk-lending-cloe-fe-closing-847,auto_loan_app_approved,ASL,ACQPL,776,contact_point_4,contact_point_1,attribute_7,product_9,comm_event_3,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_5
10/17/2024,9:37,iph,bk-card-cco-apply-848,cco_approve_edit_card,ASL,ACQPL,750,contact_point_5,contact_point_10,attribute_3,product_7,comm_event_9,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_8
10/17/2024,0:33,iph,bk-card-cco-apply-849,cco_approve_edit_card,CSL,ACQPL,777,contact_point_6,contact_point_3,attribute_7,product_7,comm_event_1,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_3
10/17/2024,20:35,iph,bk-lending-cloe-fe-closing-850,pul_loan_app_post_bureau_decline,CRC,ACQ,718,contact_point_4,contact_point_10,attribute_3,product_5,comm_event_6,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_4
10/17/2024,14:08,iph,bk-auto-loan-app-851,auto_loan_app_approved,CSL,DEC,764,contact_point_6,contact_point_6,attribute_10,product_10,comm_event_3,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_8
10/17/2024,0:42,www,bk-auto-loan-app-852,pul_loan_app_post_bureau_decline,CSL,ACQ,601,contact_point_2,contact_point_7,attribute_9,product_9,comm_event_6,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_7
10/17/2024,5:06,iph,bk-auto-loan-app-853,auto_loan_app_approved,CRC,DEC,730,contact_point_2,contact_point_8,attribute_5,product_7,comm_event_10,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,18:35,iph,bk-lending-cloe-fe-closing-854,auto_loan_app_approved,CRC,DEC,676,contact_point_5,contact_point_2,attribute_3,product_10,comm_event_3,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_10
10/17/2024,16:36,www,bk-lending-cloe-fe-closing-855,pul_loan_app_post_bureau_decline,CSL,DEC,617,contact_point_7,contact_point_5,attribute_1,product_10,comm_event_4,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_10
10/17/2024,23:42,iph,bk-lending-cloe-fe-closing-856,cco_approve_edit_card,CSL,ACQ,716,contact_point_8,contact_point_2,attribute_7,product_4,comm_event_7,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,20:30,mob,bk-card-cco-apply-857,cco_approve_edit_card,CRC,DEC,746,contact_point_3,contact_point_5,attribute_9,product_7,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_7
10/17/2024,11:15,www,bk-card-cco-apply-858,auto_loan_app_approved,CRC,ACQPL,679,contact_point_8,contact_point_3,attribute_3,product_2,comm_event_1,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_6
10/17/2024,6:45,mob,bk-card-cco-apply-859,auto_loan_app_approved,CSL,ACQ,786,contact_point_6,contact_point_6,attribute_2,product_1,comm_event_1,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_1
10/17/2024,10:58,iph,bk-lending-cloe-fe-closing-860,auto_loan_app_approved,ASL,DEC,750,contact_point_3,contact_point_1,attribute_4,product_3,comm_event_1,DEC,APPLY FOR LOAN,App Complete,custom_attr_9
10/17/2024,6:00,iph,bk-lending-cloe-fe-closing-861,auto_loan_app_approved,ASL,DEC,791,contact_point_8,contact_point_2,attribute_7,product_1,comm_event_10,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,17:50,mob,bk-auto-loan-app-862,pul_loan_app_post_bureau_decline,CSL,ACQ,766,contact_point_5,contact_point_9,attribute_1,product_8,comm_event_1,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_10
10/17/2024,7:37,www,bk-lending-cloe-fe-closing-863,auto_loan_app_approved,ASL,ACQPL,754,contact_point_5,contact_point_3,attribute_6,product_5,comm_event_3,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_3
